idx,text,label
124,"stuff deleted ...

 
Your logic is falty.  If Christianity is a DRUG, and once we die we
die, then why would you be reluctant to embrase this drug so that
while you are alive you enjoy yourself.

I also question your overall motives for posting this article.  Why
would you waste your presious fews seconds on this earth posting your
opinon to a group that will generally reject it.

If you die, never having acepting Christ as your savior, I hope you
have a fantastic life that it is all you evver dreamed because it is
al of heaven you will ever know.",15
125,"




Yes.


I don't know where Douglas Adams took it from, but I'm pretty sure he's
the one who launched it (in the Guide). Since then it's been showing up 
all over the place.",1
126,"



Can somebody reconcile the apparent contradiction between [1] and [2]?
",0
127,":|> >wrong about the  whole guns-for-protection mindset, it ignores the
:|> 
:|> Why?  If you're not a threat, you're not affected at all.
:|> 
:
:Aha.  That's the part that makes me nervous too.  Who gets to decide if
:I am a threat?  Based on appearance?  Would someone feel more threatened
:
Actions determine whether someone presents a threat... and I don't carry a gun
so much for people, cause I tend to fade if there are any about, but due to 
several encounters with formerly domestic dogs...  these critters ain't scared
of folks, and can get aggressive.

:on staying at and saw someone sitting there cleaning his gun.  Softly I backed
:away, and hiked another 5 miles to get *out of there*.  I'll freely admit it here:
:I'm not afraid of guns; I'm afraid of people that bring them into the backcountry.
:
I'd count that as a fear of guns... somebody having the sense to keep their
weapons maintained isn't as likely to present a threat.  The Army taught me to
clean any weapons DAILY, since they usually need it, regardless of whether 
they've been used... You'd be amazed how sweaty a holster can get, or how much
trail dust will get in it.  And I guess you'd be scared of me and my former
Explorer Post... seems the advisors were National Guard Special Forces grunts,
and considered it heresy to be out in the woods without a weapon... course, 
usually you wouldn't notice 'em... :)  They tended to avoid public scrutiny...

:Of course, that may be the way to solve the solitude problem.  Just carry a gun
:and display it prominently, and one probably won't see most of the other hikers
:out there, who will be hiding in the woods.  1/2 :-)
:
: - Dania
My 9mm goes in a hip holster, mixed in with magazine pouches (hold lotsa stuff 
in them), canteens, knives, compasses, and such...  Not so easy to notice, in 
the off chance I decide to be visible... I prefer not to be, since walking 
quietly away from active areas increases the number of non-human type critters
I see...

James

",16
128,"When are the Yankees planning on activating Melido Perez?  His 15 days on
the DL are up today, but are they bringing him back this weekend? ",9
129,"I feel childish.


Who mentioned dirtbikes? We're talking highway speeds here. If you go 70mph
on your dirtbike then feel free to contribute.


Because it wouldn't be a Jeep if it didn't. A friend of mine just bought one
and it has more warning stickers than those little 4-wheelers (I guess that's
becuase it's a big 4 wheeler). Anyway, it's written in about ten places that
the windshield should remain up at all times, and it looks like they've made
it a pain to put it down anyway, from what he says. To be fair, I do admit
that it would be a similar matter to drive a windscreenless Jeep on the 
highway as for bikers. They may participate in this discussion, but they're
probably few and far between, so I maintain that this topic is of interest
primarily to bikers.


Notice how Ed picked on the more insignificant (the lower case part) of the 
two parts of the statement. Besides, around here it is quite rare to see 
bikers wear goggles on the street. It's either full face with shield, or 
open face with either nothing or aviator sunglasses. My experience of 
bicycling with contact lenses and sunglasses says that non-wraparound 
sunglasses do almost nothing to keep the crap out of ones eyes.


Ok, ok, fine, whatever you say, but lets make some attmept to stick to the
point. I've been out on the road where I had to stop every half hour to clean
my shield there were so many bugs (and my jacket would be a blood-splattered
mess) and I'd see guys with shorty helmets, NO GOGGLES, long beards and tight
t-shirts merrily cruising along on bikes with no windscreens. Lets be really
specific this time, so that even Ed understands. Does anbody think that 
splattering bugs with one's face is fun, or are there other reasons to do it?
Image? Laziness? To make a point about freedom of bug splattering?",8
130,"I have a Fostex X-26 4-Track Recorder for sale.  It is in excellent condition
and includes Dolby Noise Reduction, sub-mixing, 6 inputs and uses normal cassettes.  If you are interested, make me an offer.  Please respond to:

	zmed16@trc.amoco.com

Thanks,",6
131,"


No, obviously talking about Research Assistants.  I favor a high protein,
low fat diet, barely adequate salary on a fixed time schedule, four hours
of sleep a night, continuous infusion of latte, unpredictable praise 
mixed randomly with anxiety-provoking, everpresent glances with 
lowered eyebrows, unrealistic promises of rapid publication, and 
every three months a dinner consisting of nothing but microbrewery ale
and free pretzels.  Actually, mine hails from San Diego, and indeed 
has more problems in Seattle in cold weather than in warm.",13
132,"Dbase IV 1.5 for sale, 3.5 inch disks, all registration included (so you
can upgrade to 2.0 if you want), manuals still shrinkwrapped, disks only
opened to verify they all work.  Asking $175 or best offer.

",6
133,"

Well, does it change the fact that during the period of 1914 to 1920, 
the fascist x-Soviet Armenian Government ordered, incited, assisted 
and participated in the genocide of 2.5 million Muslim people because 
of race, religion and national origin?

As in the past in Turkiye, and today in Azerbaijan, for utopic and 
idiotic causes the Armenians brought havoc to their neighbors. A 
short-sighted and misplaced nationalistic fervor with a wrong agenda 
and anachronistic methods the Armenians continue to become pernicious 
for the region. As usual, they will be treated accordingly by their 
neighbors. Nagorno-Karabag is a mountainous enclave that lies completely 
within Azerbaijan with no border or history whatsoever connected to 
x-Soviet Armenia. Besides the geographical aspect, Nagorno-Karabag is 
the historic homeland and the 'cradle' of the artistic and literary 
heritage of Azerbaijan, which renders the Armenian claims preposterous, 
even lunatic. 

And we still demand:

1. that the x-Soviet Armenian Government, as the heirs of the Armenian 
dictatorship, recognize the Turkish Genocide;

2. that x-Soviet Armenia return the historic homeland to the Turkish and
Kurdish people;

3. that the x-Soviet Armenian Government make material reparations for their
heinous and unspeakable crime to the victims of the Turkish Genocide;

4. that all world governments officially recognize the Turkish Genocide 
and Turkish territorial rights and refuse to succumb to all Armenian 
political pressure.

The awareness of the Turkish people of the necessity of solidarity in the
efforts to pursue the Turkish Cause is seen by the victims of the first 
genocide of the 20th century as a positive step. 

Now what would you do? 

Source: 'The Sunday Times,' 1 March 1992 (a British Weekly, written by 
        Thomas Goltz, from Agdam, Azerbaijan.)

    ARMENIAN SOLDIERS MASSACRE HUNDREDS OF FLEEING FAMILIES.

    The spiralling  violence gripping the  outer republics of  the former
Soviet Union gained new impetus  yesterday with cold-blooded slaughter of
hundreds of women and children in war-racked Nagorno-Karabakh.
    Survivors  reported that  Armenian soldiers  shot and  bayoneted more
than 450  Azeris, many of  them women and  children, who were  fleeing an
attack  on their  town. Hundreds,  possibly thousands,  were missing  and
feared dead.
    The attackers  killed most of  the soldiers and  volunteers defending
the women  and children.  They then  turned their  guns on  the terrified
refugees. The few  survivors later described what  happened:"" That's when
the real  slaughter began,"" said  Azer Hajiev,  one of three  soldiers to
survive. ""The  Armenians just shot and  shot. And then they  came in and
started carving up people with their bayonets and knives.""
    "" They were shooting, shooting, shooting"", echoed Rasia Aslanova, who
arrived in Agdam with other women and children who made their way through
Armenian lines. She said her husband, Kayun, and a son-in-law were killed
in front of her. Her daughter was still missing.
    One boy who arrived in Agdam had an ear sliced off.

    The survivors  said 2000  others, some of  whom had  fled separately,
were still missing in the gruelling terrain; many could perish from their
wounds or the cold.
    By late  yesterday, 479 deaths had  been registered at the  morgue in
Agdam's morgue,  and 29 bodies  had been buried  in the cemetery.  Of the
seven corpses  I saw awaiting  burial, two  were children and  three were
women, one shot through the chest at point blank range.
    Agdam hospital was  a scene of carnage and terror.  Doctors said they
had 140 patients who escaped slaughter, most with bullet injuries or deep
stab wounds.
    Nor were they safe in Agdam. On friday night rockets fell on the city
which  has a  population  of 150,000,  destroying  several buildings  and
killing one person.

Serdar Argic",17
134,"
You'd need to launch HLVs to send up large amounts of stuff *if* you assume
no new launcher development.  If you assume new launcher development, with
lower costs as a specific objective, then you probably don't want to
build something HLV-sized anyway.",14
135,"
Oh, that was just a bet.
",0
136,"know 
he 
now.

And Michael Jackson, Jack Nicholson, and Bill Cosby wouldn't be 
making near as much money if they weren't entertainers. So what's
your point?

for a 
hurting.

Will they?  You can't usually take away one of the team's best
players and still expect them to win.  Or do you think the 
Pirates will continue to win without Barry Bonds.

athletic 
working

So. Again, Jack Nicholson gets paid much more than most hard
working citizens (and much more than Rickey Henderson for that
matter). 

when the
million--also,

The reason the latter often happens is that many of these folks
start making the real big salaries late in their career, when they
are on the decline. (There are exceptions, of course. Dave Parker
fell apart after making his first million because he put most
of that million up his nose.)
",9
137,"Hi, I'm looking for the 3-D studio driver for the
	Oak card with 1 M of RAM.
	This would be GREATLY (and I mean that) appreciated",1
138,"Ok, then where is the info for the Licensing kept?  Which file?  In the
organization box I put my address, and when I moved, I wanted to change it, but
couldn't find it.  I could find my name, but not the organization.

  ------------------------------------------------------------------------
  | Robert S. Dubinski |  Aliases include:  Robb, Regal, Sir, Mr., and I |
  ------------------------------------------------------------------------
  | Marquette University ||||||||||| Math / Computer Science Double-Major|
  ------------------------------------------------------------------------
  | Internet Address: 2A42Dubinski.vms.csd.mu.edu  |	Milwaukee, WI    |",2
139,"
I was waiting for this. I think your question should be rephrased. The many
verses of the Bible which condem homosexuality (by our beliefs) have been
shoved down the throats of homosexuals for a long time by (well-meaning?)
Christians. The question is how do they interpret these verses. Any discussion
of any issue (this or any other issue) requires a proof of your case as well
as a disproof of the opposing view. We are already familiar with those verses
and many have proven to themselves that these condem homosexual behaviour. We
must now establish reasons for not believing this to be true based on the
interpretation of these scriptures given by someone who has come to grips with
them.",15
140,"
A(>  Can anyone tell me if a bloodcount of 40 when diagnosed as hypoglycemic is
A(>  dangerous, i.e. indicates a possible pancreatic problem?  One Dr. says no, the
A(>  other (not his specialty) says the first is negligent and that another blood
A(>  test should be done.  Also, what is a good diet (what has worked) for a hypo-
A(>  glycemic?  TIA.
A(>  
A(>  
A(>  Anthony Anello
A(>  Fermilab
A(>  Batavia, Illinois

   Once you have your hypoglycemia CONFIRMED through the proper 
   channels, you might consider ther following:

   1) Chelated Manganese   25-50mg/day.
   2) Chelated Chromium    400-600mcg/day.
   3) Increase protein through foods or supplements.
   4) Avoid supplements/foods high in Potassium, Calcium, Zinc.
   5) Avoid Vit C supplements in excess of 100mg.
   6) Avoid honey and foods high in simple sugars.
   7) Enjoy breads, cereals, grains...

   Discuss the above with your health practitioner for compatibility
   with your body chemistry and safety.

   --Ron--",13
141,"Here is the OPI (Offensive Production Index) for all NL players with at
least 10 at-bats.

It is early in the season so there are some high numbers.  Barry Bonds
finished last season at 0.795.

I welcome comments and suggestions.

Kevin

League OPI: 0.410
League BA:  0.252
League SLG: 0.375
League OBA: 0.321

Rank Player                 OPI     BA    SLG    OBA
-----------------------------------------------------
1    Phi,daulton           1.101  0.333  0.875  0.515
2    Phi,kruk              1.069  0.429  0.821  0.529
3    Cub,grace             1.007  0.452  0.742  0.514
4    Cub,may               0.931  0.389  0.889  0.421
5    Col,boston            0.888  0.545  0.545  0.545
6    Pit,bell              0.873  0.429  0.714  0.467
7    Col,galarraga         0.867  0.458  0.708  0.458
8    StL,pena              0.833  0.400  0.600  0.516
9    StL,zeile             0.811  0.440  0.560  0.500
10   Cin,mitchell          0.810  0.429  0.643  0.467
11   Mon,lansing           0.792  0.419  0.677  0.438
12   Pit,slaught           0.754  0.474  0.526  0.474
13   Mon,vanderwal         0.746  0.389  0.556  0.476
14   NYM,tfernandez        0.709  0.300  0.400  0.500
15   SnF,martinez          0.697  0.300  0.400  0.500
16   Hou,bagwell           0.695  0.367  0.567  0.424
17   Col,hayes             0.686  0.333  0.667  0.364
18   Col,eyoung            0.682  0.333  0.500  0.407
19   Mon,alou              0.675  0.371  0.600  0.389
20   Cin,milligan          0.659  0.333  0.375  0.515
21   Phi,dykstra           0.646  0.214  0.571  0.405
22   SnF,bonds             0.624  0.280  0.680  0.333
22   Flo,conine            0.624  0.393  0.393  0.469
24   SnD,plantier          0.603  0.286  0.571  0.375
25   Hou,gonzalez          0.596  0.296  0.667  0.296
26   Hou,anthony           0.594  0.320  0.480  0.414
27   Col,cole              0.579  0.318  0.409  0.400
28   Atl,sanders           0.576  0.357  0.643  0.357
29   Mon,berry             0.566  0.273  0.273  0.500
30   Cub,sosa              0.558  0.303  0.545  0.343
31   StL,jefferies         0.551  0.269  0.692  0.296
32   Pit,vanslyke          0.549  0.296  0.444  0.387
33   *Montreal             0.548  0.312  0.490  0.367
34   Los,butler            0.545  0.296  0.333  0.457
35   Mon,grissom           0.542  0.333  0.455  0.371
36   Pit,king              0.536  0.308  0.346  0.438
37   SnD,gwynn             0.533  0.280  0.400  0.379
38   Pit,merced            0.532  0.300  0.400  0.391
39   NYM,murray            0.521  0.308  0.462  0.357
40   StL,gilkey            0.514  0.312  0.438  0.353
41   NYM,bonilla           0.507  0.292  0.417  0.370
42   SnD,walters           0.501  0.300  0.500  0.333
43   Cub,wilson            0.497  0.323  0.452  0.344
44   Flo,weiss             0.492  0.261  0.348  0.433
45   *Philadelphia         0.487  0.243  0.431  0.348
46   Atl,justice           0.480  0.207  0.448  0.361
47   *Pittsburgh           0.479  0.292  0.428  0.351
48   StL,osmith            0.476  0.310  0.448  0.355
49   Phi,incaviglia        0.473  0.250  0.500  0.308
50   Pit,young             0.470  0.286  0.500  0.310
51   *StLouis              0.467  0.275  0.445  0.344
52   *Colorado             0.459  0.287  0.426  0.327
53   NYM,hundley           0.458  0.300  0.450  0.333
54   NYM,orsulak           0.454  0.357  0.429  0.400
55   SnF,benjamin          0.440  0.200  0.500  0.273
56   Atl,gant              0.438  0.214  0.464  0.333
56   *NYMets               0.438  0.261  0.345  0.356
58   *Houston              0.436  0.260  0.415  0.318
59   Mon,pitcher           0.434  0.312  0.375  0.353
60   Phi,morandini         0.433  0.240  0.360  0.321
61   Hou,cedeno            0.427  0.280  0.440  0.308
62   Cin,sabo              0.423  0.226  0.452  0.273
63   SnF,manwaring         0.413  0.261  0.435  0.292
64   *SnFrancisco          0.412  0.253  0.396  0.315
65   Atl,blauser           0.409  0.276  0.310  0.364
66   SnF,thompson          0.408  0.278  0.389  0.316
66   Hou,caminiti          0.408  0.259  0.481  0.286
68   Flo,barberie          0.405  0.267  0.267  0.371
69   Mon,cordero           0.400  0.276  0.345  0.323
70   SnD,sheffield         0.397  0.241  0.448  0.267
71   Los,karros            0.392  0.259  0.296  0.355
72   SnF,williams          0.391  0.226  0.452  0.250
72   SnD,mcgriff           0.391  0.192  0.385  0.276
74   Flo,destrade          0.390  0.267  0.333  0.333
75   Col,girardi           0.388  0.238  0.381  0.304
76   Atl,bream             0.386  0.182  0.409  0.250
77   Mon,wood              0.385  0.200  0.300  0.333
78   Flo,santiago          0.384  0.200  0.360  0.286
79   Phi,thompson          0.383  0.227  0.273  0.320
80   SnF,clayton           0.382  0.345  0.379  0.345
80   Los,piazza            0.382  0.304  0.391  0.333
82   SnD,bell              0.378  0.273  0.364  0.304
83   Los,wallach           0.374  0.200  0.400  0.273
84   Cin,larkin            0.367  0.281  0.281  0.361
85   Pit,garcia            0.366  0.273  0.318  0.304
85   *Cincinnati           0.366  0.256  0.319  0.326
87   NYM,coleman           0.363  0.259  0.259  0.310
88   NYM,kent              0.362  0.190  0.286  0.320
89   StL,whiten            0.361  0.240  0.360  0.321
90   Cin,roberts           0.359  0.278  0.278  0.333
90   *Cubs                 0.359  0.236  0.366  0.277
92   SnF,lewis             0.354  0.227  0.364  0.261
92   Hou,finley            0.354  0.214  0.250  0.312
92   Col,clark             0.354  0.250  0.350  0.286
95   Los,pitcher           0.350  0.286  0.357  0.286
95   *SnDiego              0.350  0.219  0.357  0.268
97   Atl,lemke             0.345  0.200  0.240  0.333
98   *LosAngeles           0.339  0.221  0.275  0.311
99   SnF,mcgee             0.335  0.267  0.300  0.333
99   *Atlanta              0.335  0.199  0.308  0.287
101  Cin,sanders           0.334  0.267  0.333  0.290
101  Cin,oliver            0.334  0.208  0.208  0.345
103  SnD,gardner           0.332  0.238  0.333  0.273
103  Los,reed              0.332  0.276  0.276  0.323
105  Phi,hollins           0.327  0.226  0.290  0.294
106  *Florida              0.326  0.226  0.268  0.311
107  Los,davis             0.325  0.188  0.219  0.278
108  Atl,pendleton         0.322  0.212  0.273  0.297
109  SnF,clark             0.316  0.161  0.290  0.257
110  Los,strawberry        0.314  0.111  0.185  0.314
110  Hou,biggio            0.314  0.179  0.214  0.303
112  Phi,bell              0.304  0.182  0.364  0.217
113  Flo,magadan           0.303  0.182  0.182  0.357
114  StL,pagnozzi          0.299  0.158  0.316  0.238
115  Pit,martin            0.295  0.167  0.417  0.167
115  Col,bichette          0.295  0.222  0.389  0.222
117  Hou,taubensee         0.294  0.190  0.333  0.227
118  Mon,bolick            0.292  0.250  0.312  0.250
119  Flo,pose              0.291  0.258  0.323  0.303
120  Mon,cianfrocco        0.287  0.188  0.375  0.188
121  NYM,johnson           0.274  0.136  0.136  0.296
122  Cin,kelly             0.272  0.250  0.333  0.270
123  Atl,nixon             0.256  0.185  0.222  0.241
124  NYM,pitcher           0.255  0.167  0.250  0.231
125  Pit,pitcher           0.250  0.222  0.278  0.222
126  Cub,buechle           0.231  0.154  0.192  0.241
127  StL,lankford          0.225  0.133  0.133  0.316
128  Atl,olson             0.224  0.150  0.150  0.261
129  Cub,vizcaino          0.217  0.148  0.259  0.179
130  Cub,sanchez           0.212  0.188  0.219  0.212
131  Phi,duncan            0.202  0.214  0.214  0.214
132  Los,offerman          0.198  0.182  0.182  0.250
133  SnF,pitcher           0.197  0.176  0.235  0.176
134  Mon,laker             0.183  0.133  0.267  0.133
135  Phi,chamberlain       0.180  0.111  0.111  0.200
136  SnD,pitcher           0.164  0.182  0.182  0.182
136  Atl,pitcher           0.164  0.182  0.182  0.182
138  Phi,pitcher           0.159  0.111  0.167  0.158
139  Cub,maldonado         0.150  0.105  0.158  0.150
140  Flo,felix             0.148  0.172  0.207  0.172
141  Cin,espy              0.141  0.100  0.100  0.182
142  StL,jordan            0.140  0.105  0.211  0.105
143  Atl,berryhill         0.128  0.091  0.182  0.091
144  Cub,pitcher           0.126  0.111  0.111  0.158
145  SnD,shipley           0.122  0.087  0.174  0.087
146  StL,pitcher           0.106  0.125  0.125  0.125
147  Hou,pitcher           0.053  0.067  0.067  0.067
147  Col,benavides         0.053  0.067  0.067  0.067
147  Cin,pitcher           0.053  0.067  0.067  0.067
150  Cub,wilkins           0.038  0.000  0.000  0.067
151  Flo,pitcher           0.000  0.000  0.000  0.000
151  Col,pitcher           0.000  0.000  0.000  0.000

      0.74*1B + 1.28*2B + 1.64*3B + 2.25*HR + 0.53*BB + 0.34*(SB-2*CS)
OPI = ----------------------------------------------------------------
                              AB - H

BA = H / AB

SLG = (H + 2B + 2*3B + 3*HR) / AB

OBA = (H + BB) / (AB + BB)",9
142,"
Version 2.03 drivers are current.",2
143,"
   Watch out.  Often when some scumbag steals the cover, that means
   that they were or are looking to steal the bike.  In my case, I
   had a faded cover stolen off a bmw R100RS that was stashed in an
   apartment carport and not visible from the street.  They evidently
   decided the beemer wasn't worth stealing, but did try the next night to
   steal a Honda Hurricane 600 parked in the next apartment building.
   A neighbor heard them wheeling it out and called the cops.


I know this is just setting myself up, but this is actually one of the
things that is really good about BMW bikes.  From all accounts I've
heard practically no one steals BMWs. Probably it is similar for Moto
Guzzis and other relative ""exotics"" since there isn't a large demand
for parts and the bike would be much easier to track down. It seems
that the most stolen bikes are Harleys and 600cc Jap sport bikes. 
",8
